country,x1_2012,x2_2012,x9_2012,x11_2012,x12_2012,x14_2012,x15_2012,x16_2012,x18_2012,x19_2012,x21_2012,x25_2012,x29_2012,x31_2012,x35_2012,x36_2012,x37_2012,x38_2012,x45_2012,x47_2012,x48_2012,x49_2012,x58_2012,x67_2012,x68_2012,x69_2012,x86_2012,x100_2012,x121_2012,x125_2012,x126_2012,x129_2012,x131_2012,x132_2012,x134_2012,x139_2012,x140_2012,x142_2012,x143_2012,x146_2012,x149_2012,x150_2012,x153_2012,x154_2012,x155_2012,x156_2012,x157_2012,x161_2012,x162_2012,x163_2012,x167_2012,x169_2012,x171_2012,x172_2012,x173_2012,x174_2012,x179_2012,x187_2012,x190_2012,x191_2012,x192_2012,x195_2012,x204_2012,x205_2012,x211_2012,x212_2012,x213_2012,x218_2012,x219_2012,x220_2012,x221_2012,x222_2012,x223_2012,x242_2012,x243_2012,x244_2012,x253_2012,x255_2012,x258_2012,x261_2012,x268_2012,x274_2012,x275_2012,x277_2012,x283_2012,x284_2012,x9_2013,x11_2013,x12_2013,x14_2013,x15_2013,x16_2013,x18_2013,x19_2013,x21_2013,x25_2013,x29_2013,x31_2013,x35_2013,x36_2013,x41_2013,x42_2013,x45_2013,x47_2013,x48_2013,x49_2013,x58_2013,x86_2013,x100_2013,x121_2013,x125_2013,x126_2013,x129_2013,x131_2013,x132_2013,x134_2013,x139_2013,x140_2013,x142_2013,x143_2013,x146_2013,x149_2013,x150_2013,x153_2013,x154_2013,x155_2013,x156_2013,x157_2013,x161_2013,x162_2013,x167_2013,x169_2013,x171_2013,x172_2013,x173_2013,x174_2013,x187_2013,x190_2013,x191_2013,x192_2013,x204_2013,x211_2013,x213_2013,x216_2013,x218_2013,x219_2013,x220_2013,x221_2013,x222_2013,x223_2013,x242_2013,x243_2013,x244_2013,x255_2013,x258_2013,x261_2013,x267_2013,x268_2013,x274_2013,x275_2013,x283_2013,x284_2013
BARBADOS,90.87544,99.82736113,3900624157,13852.63214,0.381390554,3.97370523,162677531.6,5.4,0.712371587,29163424.22,0.746200057,46.902,48.40151363,32.55813953,,,,,25.58139535,0.377844675,610,36.17661338,12.282,10.9,4.9,84.2,20.48555216,10.44,39.47368421,1.788,,96.85,10.13617617,437173278.3,14.65116279,4313000000,0.27124774,15317.139,-0.077020178,2.31857176,1009.138328,6.76495417,81.86876884,50.44052863,94.9,99.4,1.6,,4.533347539,7.774821133,70,48.79956889,77.627,72.832,75.17102439,0.04965294,,123.3298378,13,8.7,14.1,2180,31.97455064,,36325463.32,2.807985062,121108395.7,13.02826905,654.8372093,0.347930381,19.58697351,67.38475744,52.03849705,0,10,0,0,284.1110874,68.231,376.4471909,430,87.05245,78.58205,0.079920613,31.769,-0.079338034,,,,,165157995.7,,,25905022.43,,44.4146,48.99397174,32.55813953,,,126.25,0.101,25.58139535,0.376757171,610,36.81135695,12.188,19.05529066,10.506,37.187573,1.791,23.81852419,97.17,-0.188825742,-8083630.026,14.65116279,4281000000,0,15153.82138,-0.326722194,0.560616678,1007.215496,6.78083538,83.76547536,49.9182434,95.5,99.6,1.3,,1.804005504,73,48.88578699,77.793,72.992,75.33395122,0.048763983,108.1027529,12.7,8.4,13.7,31.89966394,46365999.24,108317190.3,100,13.37755705,656.9837209,0.327257096,19.50563357,67.11680938,52.05325253,0,16.7,0,283.1828335,68.348,343.3591856,7,430,87.24405,78.8567,31.652,-0.041370135
BELARUS,100,99.52535084,55141526147,5826.450354,1.033232944,9.63476681,5987532250,4.8,1.216652034,756089216.4,1.634897584,21.418,41.12160361,43.34926815,9.804845148,6.395321083,943081,14608,27.21403578,3.531613304,158000,46.06367717,12.2,2.4,8.8,88.8,1.705140171,13.4,81.34081762,1.62,26.91989248,124.94,2.300699126,1463600000,42.25420137,63615445567,1.731391223,6721.834908,1.828134939,39.99485251,339.0334044,5.00822363,45.91929376,76.726837,94.4,99.7,64,42.95171201,,3.634270795,46.91,48.73507893,77.6,66.6,71.96585366,0.007158057,29.92672433,113.5179254,4,2.1,5.3,120535,19.46230723,48.67956924,141700000,1.655415584,1053100000,14.0090857,46.64136809,-0.095052022,15.13003634,70.86087796,53.5219296,0,26.6,56.2,0.555212832,3930.6847,24.533,19.54775993,207600,83.5312,55.81098,8.277811075,75.467,0.464365326,62258797457,6577.09671,0.945592318,10.11009537,7116367530,4.8,1.018732497,717072846.5,1.439950737,20.129,41.72133179,43.00428762,8.089765837,-4.188262395,11.66129032,4.338,27.46735006,3.524693714,158000,50.98907782,12.5,1.559108299,13.2,60.27270849,1.62,29.7738364,125.89,3.072740277,2246100000,42.35227441,73097619637,1.073600801,7722.123351,1.05224572,36.04671746,462.8784385,6.06795585,49.9515568,63.52619052,94.4,99.7,61,41.97838677,,54.17,48.68706275,77.9,67.3,72.47073171,0.007091359,118.786176,3.8,2,5,31.85630087,150800000,1213500000,92.47924749,14.0021463,46.65122468,0.021130481,15.4368497,70.56100401,53.52163469,0,26.6,60.3,3929.854215,24.123,26.09338686,2,207600,83.66444,56.102,75.877,0.562944663
BELGIUM,100,100,409000000000,36793.58795,0.192199802,19.31775343,98065416198,6.3,0,0,0.025704206,9.016,52.28503932,44.02245707,0.876975358,-0.756143512,9508165.315,132099.3425,26.48612946,0.625860941,30700,93.8843274,11.5,7,6.4,86.6,42.42308852,9.8,82.32301462,1.79,33.3813498,97.95,1.34262494,6683318619,22.52575958,498000000000,0.151259666,44731.21948,-0.573236962,23.80807343,4742.283284,10.89437922,51.92904839,81.70636959,99.5,100,9.3,22.45489635,2.839663434,1.739191904,80.71999055,45.45244751,83.1,77.8,80.38536585,0.011908986,14.08064712,111.3315482,3.5,2.3,4.3,269998,20.40004136,48.7711792,4238761226,2.134631097,10625766977,17.50199309,367.5114267,0.726031655,16.8316753,65.6663316,50.94763573,0,38,89,12.78846507,1078.337053,2.268,674.4099654,30530,90.87861,84.44462,24.46791215,97.732,0.772080089,416000000000,37166.57397,0.193169318,19.97192527,104000000000,6.3,0,0,0.025804321,8.6962,52.91062055,44.13804491,0.791633338,-11.71428554,51.8,6.216,26.94848085,0.75666226,37500,93.72684646,11.2,41.38588026,9.8,82.15656266,1.79,34.48085259,101.79,-6.868994601,-35815102251,22.54029062,521000000000,0.016554868,46625.31752,-0.471515662,23.39119784,5092.601211,11.18613504,52.24510376,80.8830682,99.5,100,9.1,22.2072935,1.113938556,82.1702,45.73660163,83.1,77.8,80.38536585,0.013018533,110.9031799,3.4,2.2,4.3,19.91165771,4481614758,11234148999,100,17.75012414,369.3136394,0.489184301,16.85219618,65.39767968,50.91114398,0,38,96.2,1073.074879,2.224,738.2755168,4,30530,91.00868,84.77609,97.776,0.534197377
BELIZE,100,85.89262664,1110573363,3298.337613,0.391696541,17.4370874,253483680.6,6.7,6.166811901,89647206.69,6.166811901,69.749,61.59402206,7.014467339,15.00416755,6.825286818,448015.914,59089,3.419552828,0.724018094,1050,39.51360676,23.25,19.2,15.7,65.4,24.46080418,5.43,62.45286054,2.643,3.077516509,101.89,12.33912216,194201408.8,60.55896537,1573867300,3.824748783,4674.293377,1.507781323,15.53372066,259.458125,5.34689984,69.48548331,62.9221123,90.2,99.3,37,20.16825669,1.306449816,45.09472323,31,37.69789828,72.713,67.231,69.90514634,0.094887476,13.83507079,53.20712214,15.5,9.1,18,7594,24.4885823,48.72866058,26326846.23,4.825416138,75945646.69,3.773904314,14.76137659,2.256891106,34.34261836,61.88347733,50.05449842,0,3.1,0,0,45321.30309,55.504,273.2345927,22970,78.48867,66.14834,26.39054549,44.496,1.758790244,1166917541,3390.300038,0.393598385,17.37178193,261671941.7,6.7,5.159319694,77715067.3,5.159319694,68.211,59.95139089,7.014467339,15.33652168,5.618363405,0.661861075,0.101,3.419552828,0.701641842,1050,41.90943008,23.092,25.05455059,5.512,60.85273035,2.611,2.982826152,102.17,5.679249985,92247730.94,60.33932486,1624294250,1.525675273,4719.137955,-0.682449834,12.68713166,262.4178502,5.42826329,72.33207157,66.32006485,90.6,99.5,37,19.11168387,0.652552117,33.6,37.81248121,72.815,67.284,69.98204878,0.086057616,52.61072612,15.1,8.9,17.5,26.19551135,31523217.67,74401710.37,0,3.758937573,15.08956598,2.198943059,33.72206872,62.5189937,50.08701513,0,3.1,0,44335.59079,55.702,171.4154559,4,22970,78.76098,66.34536,44.298,1.753316586
BENIN,38.4,6.212925911,6148380134,611.7917798,0.699230504,16.02325251,1200954466,4.8,0,0,1.944455485,90.22,84.85309944,32.81305427,25.24475144,3.260576664,58314.1,1381,23.94466123,0.226645718,9450,3.435754928,36.891,55.2,8.7,36.1,3.139268462,9.592,24.7007722,4.927,0.415503315,138.44,3.46878354,281564661.1,39.56190138,8117100934,4.643023076,807.688451,1.827484398,11.68677606,37.268107,4.96568358,71.5757722,35.66843629,18.4,76.2,66,22.89785707,6.753123517,6.328449725,4.5,46.98233818,60.551,57.761,59.12197561,2.186580918,14.23365604,83.65431589,68.5,32.9,107,-10000,37.99291402,46.89429855,87746951.83,2.559724723,207775439.4,2.892617081,89.1255055,2.72747256,43.01037275,54.09701017,50.18802379,0,8.4,0.4,0.613496933,1024.896834,57.333,0.696531829,114760,61.2798,54.78347,25.51373599,42.667,3.695432701,6766490481,655.5259057,0.688455192,16.07104074,1325433585,4.8,0,0,1.884452908,87.405,83.9785747,33.25647393,24.0206056,5.310542797,1.262135922,0.13,23.94466123,0.219378173,9450,4.298447651,36.44,3.215374227,9.476,27.35331363,4.846,0.411460328,151.6,3.953998945,360240965.3,39.11848173,9110800745,6.878995974,882.6386333,4.058083437,14.13432272,36.69098425,4.55973765,69.22530048,41.71869099,19,77,64,22.92750346,0.971851852,4.9,46.96331858,60.76,57.933,59.31202439,2.11895953,93.25782193,67.2,32.6,104.8,40.8636505,101033795.3,248729820.8,100,2.890799199,91.5416105,2.674807796,42.75504561,54.35415519,50.16646593,0,8.4,0.4,997.8462023,56.914,1.065660993,6,114760,61.64568,55.12523,43.086,3.6520378
BERMUDA,100,,,,0.053170495,4.698664926,329003525.3,2.1,0,0,,,,6,0.77362359,-7.234079586,,,6,,,,10,,,,,6.5,46.76156566,1.59,,119.85,0.859842473,47614095.07,20,5537537000,-4.834540171,85458.45551,-5.178203827,29.35185806,,,54.74460938,28.65508619,,,2,6.005912451,,7.237984945,91.29930452,,85.55,77.99,81.67780488,,0.982554574,139.5363101,,,,,,48.29222107,217148645.7,21.5037033,1190775527,,1295.96,0.362431076,,,,,,,0,,0,5015.586901,50,,,5.066610879,100,0.361775877,,,0.052526016,4.646126782,329284626.4,2.1,0,0,,,,6,,1.128101693,,,6,,,,10.4,,6.8,47.66826764,1.63,,119.77,0.985053866,54904045.83,20,5573710000,-2.511154431,85748.06541,-2.815614911,29.81854097,,,55.16991376,29.59251558,,,0.9,,,95.3,,84.46,76.87,80.57243902,,144.3197992,,,,,218784177.2,1224886398,,,1300.02,0.313281274,,,,,,,,0,4938.385563,,50,,,100,0.312791571
BHUTAN,75.56256,62.65634596,1358566150,1826.739352,0.349536869,4.402148946,74025716.56,3.4,0.185351236,3116831.851,14.80686617,27.724,50.42637368,13.63171288,16.97730249,2.24594768,193405,3553,2.628748328,,,7.733660621,18.639,24.2,19.4,56.4,12.44930734,6.277,38.72533426,2.152,2.260110916,100.31,1.336885401,24380673.57,71.49434635,1823692110,5.071709815,2452.151588,3.451931228,43.59722122,90.48302676,3.60648358,37.22312746,63.03859296,49.4,98,180,44.25796595,10.91965694,3.847834479,24,41.47463147,68.979,68.479,68.72290244,0.422933936,9.409646443,75.6097824,30.8,20.4,37.8,10000,25.8531907,49.69567871,73765182.33,0.994944834,18144730.43,4.712986631,19.51126794,1.553599543,28.80930899,66.47770438,46.29311655,0,8.5,13.5,0,104879.4491,63.632,12.1014749,38394,66.96584,67.84716,28.35433081,36.368,3.730073904,1327886748,1759.636419,0.36937144,3.635488438,60543081.7,3.4,0,0,16.62762365,25.209,49.10356519,13.63171288,16.98987816,2.404692082,0.433333333,0.338,2.628748328,,,19.72855718,18.134,16.0409764,6.248,40.4599045,2.082,2.716503945,97.13,2.768361472,49784378.01,71.75486004,1798333726,2.142496554,2383.04473,0.663628015,24.14536565,89.74884249,3.59228288,58.51331962,62.27557071,49.7,99.1,169,44.68127709,7.006666667,29.9,41.49675773,69.358,68.86,69.10292683,0.382748161,72.19831102,29.5,19.7,36,25.40925931,57949829.29,11804283.71,94.76172223,4.836762576,19.79791169,1.458432042,28.09575995,67.06747748,46.26833829,0,6.4,15.6,103360.9537,62.861,9.275983022,4,38394,67.60522,68.35764,37.139,3.556330601
BOLIVIA,90.5,76.21244043,19181925903,1873.46145,0.665390103,10.72796337,2725528371,6.069953043,10.8315551,2751846713,13.76997961,72.579,66.54966114,34.69214437,12.91594109,4.149434158,2206069.761,41974.6792,4.018277485,1.695912321,83200,27.88983819,24.615,28.1,13.2,58.7,9.679068318,7.627,47.16619658,3.073,1.111898162,130.98,3.913550138,1059965391,51.35327241,27084497540,5.122274661,2645.290274,3.474160561,27.05662396,148.741933,5.7748552,59.5037491,37.78256468,48.4,88.5,127,38.61320908,4.586374696,12.09497495,35.34,44.53284342,69.925,65.084,67.44546341,0.75656111,13.44516377,90.44349501,34,21.2,43.1,-61794,23.22917453,48.46598053,147112672.3,4.100250135,1110532147,6.138935547,9.451455737,1.580226809,33.81891287,60.04215158,49.89901123,34.7,25.4,14.8,33.75538441,29642.25558,32.721,9.962141907,1098580,71.55984,64.27241,20.83393639,67.279,2.212437312,22080800208,2123.167953,0.645155476,10.7195639,3075805916,6.069953043,10.5283333,3020935382,12.32611738,71.863,65.5239233,34.77337764,13.2834705,4.685137992,0.687973641,2.088,4.096741438,1.655680866,83200,31.47643468,24.236,11.4512075,7.517,44.09247927,3.017,1.444055027,135.52,5.706622111,1749612614,51.08649497,30659338929,6.796011706,2948.032918,5.140980878,25.97177785,173.9238388,6.0650518,60.18670783,37.13842804,49.3,89.2,123,38.00756086,5.715580098,36.94,44.5477255,70.415,65.531,67.91343902,0.718070748,97.69945273,32.8,20.7,41.3,19.81327183,172158814.2,1201339479,42.44316831,6.232406734,9.600231699,1.561845764,33.35336552,60.41422775,49.90662919,36.5,25.4,14.1,29182.88592,32.304,9.13467599,0,1098580,72.09791,64.74105,67.696,2.179731258
BOSNIA AND HERZEGOVINA,100,41.72257185,,,1.371076173,15.52960048,2649454515,,0.501279555,85521670.81,,11,39.6385188,42.109375,7.651444325,-11.38097161,24874.08963,750.069403,19.58984375,0.70666384,10500,40.03463335,9.159,2.6,6,91.4,30.58720819,10.187,32.77447527,1.28,12.24327815,102.1,2.318566262,391976946.4,42.67578125,16906005781,-1.206939276,4415.923592,-1.106531301,-4.929102076,446.1118533,10.1170436,81.55236419,56.87109223,94.8,99.5,51,26.63232428,2.049674463,1.633528113,52.78,38.01945681,78.738,73.627,76.12017073,0.015960827,12.93230694,87.57471473,5.9,4.7,6.5,-2506,27.80850541,48.63101959,46846961.26,10.91751299,1845715377,14.06243674,74.77380859,-0.10158303,14.32408522,71.61347804,50.21644705,4.8,21.4,36.2,29.93182787,9272.75724,60.622,25.8592385,51210,88.07017,78.5542,1.509330523,39.378,0.11960279,,,1.359932467,16.59039996,2999168119,,0,0,,10.0562,39.75876971,42.1484375,8.444188863,15.80927232,0.926760563,0.329,19.7265625,0.704474824,10500,42.38363323,9.062,30.82727709,10.359,34.21091862,1.272,13.47773892,116.98,1.887509188,336758905.6,42.67578125,17841444573,2.479999718,4666.219586,2.610956422,-2.816408439,448.7593504,9.62599669,80.07177244,55.17590363,94.8,99.7,47,27.10116234,-0.086641462,57.79,38.01695034,78.884,73.794,76.27692683,0.015488917,91.09530785,5.6,4.5,6.1,29.03590889,48445049.04,1946641082,92.59739252,14.50012332,74.67837891,-0.127705994,13.94801614,71.55186054,50.22096056,4.9,21.4,39.1,9284.606671,60.514,24.06151588,7,51210,88.22786,78.83995,39.486,0.14615646
BOTSWANA,53.24,62.47224808,12010640825,5631.337648,0.342531506,16.95558685,2512032576,9.3,0.198975282,29478920.13,1.975614314,38.999,56.40377688,45.67783601,3.019340479,-8.531969099,415130.021,8422.23448,0.502884972,0.952160725,10500,27.56883549,25.45,54,9.2,36.8,8.96363777,7.332,42.44091964,2.881,1.109630672,130,0.99414865,147058312.9,19.66827237,14792386725,4.831542795,6935.593653,2.712323845,22.09921797,401.5662737,5.53536324,59.09451393,58.32943554,62.4,96.1,445,36.00245778,7.540284094,,11.5,47.06612076,66.649,61.912,64.22273171,0.452153713,6.651001705,153.7856491,38.2,23.3,49.5,20000,5.29919947,48.98519897,107512390.5,0.122736026,18155587.68,3.473660718,3.763382916,2.042259924,32.58926436,63.93707492,50.04116612,58.9,7.9,0,0,1125.269713,43.301,10.78383475,581730,65.14343,54.33799,37.19210059,56.699,2.452322988,12005875321,5516.113099,0.382543916,17.84080517,2653504459,9.3,0.154873665,23034720.45,1.437837185,36.3236,55.9673262,45.65489739,2.609432908,1.327034261,8.083333333,0.194,0.479946359,0.930271294,10500,29.02256467,25.267,9.227687229,7.384,54.28119775,2.864,1.068206916,129.96,1.259112196,188606245.7,19.48793958,14979304171,9.322201516,6882.258373,7.127831475,32.44022496,397.3182644,5.42946713,48.91023773,54.3376322,63.3,96.2,414,38.54982017,5.883888483,15,47.12834111,66.784,62.053,64.36080488,0.416872386,160.6410528,36.4,22.9,46.6,5.43436977,80886110.2,36036825.02,45.43897088,3.495963722,3.840470771,2.027669106,32.38804324,64.11599303,50.03836417,60.7,7.9,0,1102.682735,43.062,9.648473933,5,581730,65.09482,54.38559,56.938,2.448265062
BRAZIL,99.5,94.27835532,2E12,9903.385083,0.187284468,12.19959366,290000000000,5.6,1.805713936,42986284250,3.599528908,68.445,45.9978989,32.97468097,5.267731365,-2.511413138,94752568,1002565,8.686980596,0.667102239,713480,116.8759833,15.132,13.5,12.3,74.2,46.52309981,6.034,11.95759899,1.812,9.624498717,127.1,3.154015276,76110663189,59.40197221,2.41E12,1.762488805,11922.51306,0.815260403,18.99119368,1078.000093,9.52283808,61.70911047,13.30981022,81.6,97.5,45,25.35946904,5.40196475,26.52083173,48.56,43.70595751,77.721,70.143,73.83958537,0.112556513,11.80911033,125.0018521,14.3,10.7,16,15924,30.32980117,47.426651,897060041.2,0.107024255,2582640313,7.101775943,24.21610358,0.935181982,24.40408767,68.49413639,50.77863966,,8.6,,82.47141469,27969.1487,15.099,53.28021544,8515770,83.91736,70.86854,25.97465291,84.901,1.263159597,1.99E12,9718.542333,0.199397346,12.22840705,288000000000,5.6,1.679320418,39565460768,3.515663413,67.8778,45.57853146,33.35767288,5.629292141,7.88391674,1.321851263,74.83,9.093901275,0.658285184,713480,128.7974524,14.931,46.99370062,6.072,12.01959683,1.801,10.66102504,136.65,3.379607432,80842996727,59.28424267,2.39E12,2.74369665,11711.0044,1.809215583,18.35120383,1084.578689,9.67087495,62.0590631,14.35620154,82.1,97.8,45,24.38029508,6.201899613,51.04,43.70370815,77.989,70.44,74.12243902,0.090692669,135.3050481,14.3,10.3,16,29.92875681,1019387921,2537114311,52.62460163,7.328975159,24.43837708,0.913687864,23.97957769,68.69144715,50.79565331,63.4,8.6,50.4,27714.7619,14.829,56.34992219,2,8515770,84.21663,71.33041,85.171,1.231200625
BRUNEI DARUSSALAM,76.16138,100,10490035643,25868.61953,0.594188856,9.359349513,1544705209,2,27.08165592,4469666926,27.08165592,21.774,39.00583773,2.542694497,0.715125253,11.84115523,1044170,10374,0.759013283,4.684730311,9250,90.50335129,16.774,9.5,10.5,80.2,22.2174292,2.973,81.36520479,1.913,4.814937002,153.81,5.067161974,859061564.7,72.10626186,16953505122,0.948354662,41807.65334,-0.562465152,63.78303619,946.1961048,2.30069058,18.94350274,31.17946104,,,62,71.07967392,0.464102858,,60.27306504,39.80349456,80.139,76.456,78.25258537,0.05101977,11.79319427,113.9487384,8.1,4.4,9.7,2102,8.00096676,48.38724899,,,,3.786077847,76.94724858,1.507938953,24.27449743,71.93942473,48.36922212,0,,0,0.050890585,20961.15528,23.777,113.4368403,5770,90.69113,85.46926,29.57592353,76.223,1.969489853,,,,,1499686599,,,3688360866,,21.4452,38.64101156,2.732447818,0.725777246,-6.455777921,1.082352941,0.092,0.948766603,4.616160053,9250,80.76871302,16.405,22.43575362,2.975,76.15650595,1.893,6.595992187,167.24,4.814454374,775641999.1,72.10626186,16110693734,-1.751960547,39151.23423,-3.181395399,58.98589621,973.5598014,2.52461127,22.69951433,32.4848569,,,62,68.24042425,0.383263086,64.5,39.7748312,80.451,76.733,78.54665854,0.048394906,112.2144457,8.3,4.3,9.9,7.9441377,,,35.87742483,3.958454334,78.08330171,1.465612377,23.91281631,72.12872935,48.40546393,0,,55.7,20656.18628,23.439,119.0768386,4,5770,90.94431,85.85852,76.561,1.908280568
BULGARIA,100,88.50191236,43305969020,5927.543513,0.971627333,13.79278432,7017814471,3.658838392,0.085887095,43699639.04,1.093838453,42.089,48.73792733,47.19049374,5.316734424,-7.265328848,973062,11826,30.55453206,1.414185688,47300,92.82375161,9.5,3,3.3,93.7,61.16490044,15,63.4142128,1.5,18.29866618,107.98,3.3372361,1787980000,34.74023581,53576670828,0.24,7333.355073,0.822295486,19.27973878,519.5675687,7.42002923,65.41694157,66.21015313,86,99.5,32,29.54771684,2.954568298,1.942091932,51.89998767,46.62259271,77.9,70.9,74.31463415,0.015022008,,148.1311121,10.5,6.5,12,-50000,42.52249135,48.29972839,27630000,2.704311368,1448880000,18.98350448,67.2981577,-0.579220596,13.78414158,67.23235394,51.3531901,0,22.9,56.3,11.43648425,2874.393914,27.029,164.1142049,111000,86.19436,70.40476,35.43568206,72.971,-0.12181249,43537886732,5992.731943,0.983835464,15.49940814,8072558708,3.658838392,0.050652181,26381181.74,0.907334705,40.3382,49.77889151,46.01142225,5.341554926,3.158874421,29.13809524,6.119,32.0467944,1.418136497,47300,93.46343039,9.2,60.59734439,14.4,66.98328432,1.5,19.68106352,120.44,3.575714871,1989040000,34.89867354,55626359256,1.28,7656.638506,1.848399735,20.82275973,555.0197963,7.62626857,62.52979361,67.55121564,86,99.5,29,27.55557824,0.890093541,53.0615,46.572502,78,71.1,74.46585366,0.016037086,145.1876887,10.1,6.2,11.5,39.63302014,21340000,1666960000,99.36219799,19.36866524,66.92257738,-0.559647217,13.86624739,66.76508737,51.37638005,0,24.6,61,2890.525477,26.7,145.9027145,9,111000,86.3157,70.60511,73.3,-0.109810832
BURKINA FASO,13.1,5.291491747,8133175635,490.2216446,0.191330239,7.969909193,854418416.8,3.1,0,0,16.16483558,115.408,94.54328716,44.2251462,35.05549153,7.840461283,125693.6964,3856.224563,21.92982456,0.153499638,11450,2.303283672,41.105,58.4,9.6,32,2.157930818,10.028,25.51852207,5.693,0.087046642,128.64,2.949123096,329300898.9,20.20979532,11166061508,6.452674754,673.0267834,3.347398998,20.81015659,39.98532933,6.13597067,58.34565519,37.16053656,18.6,81.7,55,24.91151825,3.818152403,0.720528853,3.725034916,47.4174725,59.21,56.612,57.87931707,2.319522861,7.517803778,60.60765215,65.4,28.6,101.4,-125000,34.35010558,47.73823166,,,,2.442387844,60.6389364,2.9604399,46.15517033,51.40244182,50.45296454,0,15.7,1.7,0,753.4290212,72.654,0.602743217,274220,58.28017,53.08255,15.19144088,27.346,6.084129814,8375898112,490.2614439,0.203445388,8.363444743,922448816.1,3.1,0,0,15.69590705,112.6558,93.86897338,44.95614035,34.76814493,3.484339113,6.544,0.818,22.66081871,0.148789297,11450,2.656473615,40.551,2.342033881,9.786,26.13739255,5.607,0.076540438,123.92,4.048341784,490264067.7,19.99122807,12110243992,3.649305084,708.8416819,0.653856006,21.78988976,45.68480052,6.40730513,57.45649423,37.3187747,19,81.9,54,23.42334504,0.533738507,9.1,47.40119026,59.579,56.966,58.24063415,2.234936092,66.37728295,63.7,27.9,96.6,33.23437551,,,100,2.42751435,62.44354532,2.932567203,45.9912562,51.58122945,50.42752652,0,15.7,2,731.6550376,71.814,0.819453642,6,274220,58.85499,53.62966,28.186,5.958066477
